"","CNT_WGT_MO","MONTH","CNT_VAL_MO","PORT_NAME","PORT","time"
"2","0","01","0","FORT PIERCE, FL","5205","2013-01"
"3","214965250","01","932137796","MIAMI, FL","5201","2013-01"
"4","233406098","01","560848263","PORT EVERGLADES, FL","5203","2013-01"
"5","11215813","01","25550386","WEST PALM BEACH, FL","5204","2013-01"
"6","0","01","0","MIAMI INTERNATIONAL AIRPORT, FL","5206","2013-01"
"7","0","01","0","FT. LAUDERDALE INTERNATIONAL AIRPORT, FL","5210","2013-01"
"8","661265228","01","1920619095","HOUSTON, TX","5301","2013-01"
"9","19950","01","82445","TEXAS CITY, TX","5306","2013-01"
"10","0","01","0","HOUSTON INTERCONTINENTAL AIRPORT, TX","5309","2013-01"
"11","17238871","01","42843573","GALVESTON, TX","5310","2013-01"
"12","28252083","01","14598927","FREEPORT, TX","5311","2013-01"
"13","35216759","01","257928759","CORPUS CHRISTI, TX","5312","2013-01"
"14","49102580","01","47119930","PORT LAVACA, TX","5313","2013-01"
"15","41048","01","170668","WASHINGTON, DC","5401","2013-01"
"16","0","01","0","ALEXANDRIA, VA","5402","2013-01"
"17","0","01","0","DALLAS-FORT WORTH, TX","5501","2013-01"
"18","0","01","0","AMARILLO, TX","5502","2013-01"
"19","0","01","0","LUBBOCK, TX","5503","2013-01"
"20","0","01","0","OKLAHOMA CITY, OK","5504","2013-01"
"21","0","01","0","TULSA, OK","5505","2013-01"
"22","0","01","0","AUSTIN, TX","5506","2013-01"
"23","0","01","0","SAN ANTONIO, TX","5507","2013-01"
"24","0","01","0","FORT WORTH ALLIANCE AIRPORT, TX","5583","2013-01"
"25","0","01","0","VESSELS UNDER OWN POWER","6000","2013-01"
"26","0","01","0","LOW VALUE","7070","2013-01"
"27","0","01","0","JACKMAN, ME","0104","2013-01"
"28","4980324","01","1492461","PORTLAND, ME","0101","2013-01"
"29","0","01","0","BANGOR, ME","0102","2013-01"
"30","21000","01","13683","EASTPORT, ME","0103","2013-01"
"31","0","01","0","VANCEBORO, ME","0105","2013-01"
"32","0","01","0","HOULTON, ME","0106","2013-01"
"33","0","01","0","FORT FAIRFIELD, ME","0107","2013-01"
"34","0","01","0","VAN BUREN, ME","0108","2013-01"
"35","0","01","0","MADAWASKA, ME","0109","2013-01"
"36","0","01","0","FORT KENT, ME","0110","2013-01"
"37","0","01","0","CALAIS, ME","0115","2013-01"
"38","0","01","0","BRIDGEWATER, ME","0127","2013-01"
"39","504232","01","2650424","PORTSMOUTH, NH","0131","2013-01"
"40","0","01","0","BELFAST, ME","0132","2013-01"
"41","0","01","0","SEARSPORT, ME","0152","2013-01"
"42","0","01","0","MANCHESTER USER FEE AIRPORT, NH","0182","2013-01"
"43","0","01","0","RICHFORD, VT","0203","2013-01"
"44","0","01","0","BEECHER FALLS, VT","0206","2013-01"
"45","0","01","0","BURLINGTON, VT","0207","2013-01"
"46","0","01","0","DERBY LINE, VT","0209","2013-01"
"47","0","01","0","NORTON, VT","0211","2013-01"
"48","0","01","0","HIGHGATE SPRINGS-ALBURG, VT","0212","2013-01"
"49","59832447","01","258661550","BOSTON, MA","0401","2013-01"
"50","0","01","0","SPRINGFIELD, MA","0402","2013-01"
"51","0","01","0","WORCESTER, MA","0403","2013-01"
"52","0","01","0","GLOUCESTER, MA","0404","2013-01"
"53","0","01","0","NEW BEDFORD, MA","0405","2013-01"
"54","0","01","0","FALL RIVER, MA","0407","2013-01"
"55","0","01","0","SALEM, MA","0408","2013-01"
"56","0","01","0","BRIDGEPORT, CT","0410","2013-01"
"57","0","01","0","HARTFORD, CT","0411","2013-01"
"58","0","01","0","NEW HAVEN, CT","0412","2013-01"
"59","0","01","0","NEW LONDON, CT","0413","2013-01"
"60","0","01","0","LAWRENCE, MA","0416","2013-01"
"61","0","01","0","OGDENSBURG, NY","0701","2013-01"
"62","0","01","0","LOGAN AIRPORT, MA","0417","2013-01"
"63","0","01","0","NEWPORT, RI","0501","2013-01"
"64","1855878","01","45534929","PROVIDENCE, RI","0502","2013-01"
"65","0","01","0","MASSENA, NY","0704","2013-01"
"66","0","01","0","ALEXANDRIA BAY, NY","0708","2013-01"
"67","52698","01","973366","CHAMPLAIN-ROUSES POINT, NY","0712","2013-01"
"68","0","01","0","TROUT RIVER, NY","0715","2013-01"
"69","74520","01","231015","BUFFALO-NIAGARA FALLS, NY","0901","2013-01"
"70","0","01","0","ROCHESTER, NY","0903","2013-01"
"71","0","01","0","OSWEGO, NY","0904","2013-01"
"72","0","01","0","SYRACUSE, NY","0906","2013-01"
"73","207649655","01","712269557","NEW YORK, NY","1001","2013-01"
"74","0","01","0","ALBANY, NY","1002","2013-01"
"75","1840494534","01","7845435903","NEWARK, NJ","1003","2013-01"
"76","474283","01","10994275","PERTH AMBOY, NJ","1004","2013-01"
"77","0","01","0","JFK INTERNATIONAL AIRPORT, NY","1012","2013-01"
"78","0","01","0","MORRISTOWN AIRPORT, NEWARK, NJ","1081","2013-01"
"79","174648518","01","490925867","PHILADELPHIA, PA","1101","2013-01"
"80","64800817","01","354438260","CHESTER, PA","1102","2013-01"
"81","110351744","01","73073803","WILMINGTON, DE","1103","2013-01"
"82","0","01","0","PITTSBURGH, PA","1104","2013-01"
"83","0","01","0","PAULSBORO, NJ","1105","2013-01"
"84","200052","01","251841","CAMDEN, NJ","1107","2013-01"
"85","0","01","0","PHILADELPHIA INTERNATIONAL AIRPORT, PA","1108","2013-01"
"86","0","01","0","HARRISBURG, PA","1109","2013-01"
"87","0","01","0","ALLENTOWN, PA","1119","2013-01"
"88","0","01","0","ATLANTIC CITY USER FEE AIRPORT, NJ","1182","2013-01"
"89","0","01","0","TRENTON-MERCER COUNTY USER FEE AIRPORT, NJ","1183","2013-01"
"90","103603","01","838316","ANNAPOLIS, MD","1301","2013-01"
"91","337461718","01","1257674667","BALTIMORE, MD","1303","2013-01"
"92","0","01","0","BALTIMORE-WASHINGTON INTERNATIONAL AIRPORT, MD","1305","2013-01"
"93","496407458","01","2359059299","NORFOLK-NEWPORT NEWS, VA","1401","2013-01"
"94","42432","01","764163","RICHMOND-PETERSBURG, VA","1404","2013-01"
"95","0","01","0","CHARLESTON, WV","1409","2013-01"
"96","0","01","0","NEW RIVER VALLEY AIRPORT, VA","1412","2013-01"
"97","66877369","01","307395564","WILMINGTON, NC","1501","2013-01"
"98","0","01","0","WINSTON-SALEM, NC","1502","2013-01"
"99","0","01","0","DURHAM, NC","1503","2013-01"
"100","19860129","01","51305976","BEAUFORT-MOREHEAD CITY, NC","1511","2013-01"
"101","0","01","0","CHARLOTTE, NC","1512","2013-01"
"102","0","01","0","COLUMBIA, SC","1604","2013-01"
"103","405021918","01","2851037943","CHARLESTON, SC","1601","2013-01"
"104","0","01","0","GEORGETOWN, SC","1602","2013-01"
"105","0","01","0","GREENVILLE-SPARTANSBURG, SC","1603","2013-01"
"106","2282575","01","32213015","BRUNSWICK, GA","1701","2013-01"
"107","668809441","01","2935930379","SAVANNAH, GA","1703","2013-01"
"108","0","01","0","ATLANTA, GA","1704","2013-01"
"109","25342976","01","45234517","TAMPA, FL","1801","2013-01"
"110","99324313","01","266514284","JACKSONVILLE, FL","1803","2013-01"
"111","93781","01","4060","FERNANDINA, FL","1805","2013-01"
"112","0","01","0","ORLANDO, FL","1808","2013-01"
"113","0","01","0","ORLANDO-SANFORD AIRPORT, FL","1809","2013-01"
"114","3598","01","29153","ST. PETERSBURG, FL","1814","2013-01"
"115","685","01","5000","PORT CANAVERAL, FL","1816","2013-01"
"116","26240984","01","148571110","PANAMA CITY, FL","1818","2013-01"
"117","16243172","01","7996386","PORT MANATEE, FL","1821","2013-01"
"118","0","01","0","FORT MYERS AIRPORT, FL","1822","2013-01"
"119","0","01","0","DAYTONA BEACH INTERNATIONAL AIRPORT, FL","1884","2013-01"
"120","0","01","0","MELBOURNE REGIONAL AIRPORT, FL","1885","2013-01"
"121","0","01","0","ORLANDO EXECUTIVE AIRPORT, FL","1888","2013-01"
"122","84967359","01","195361236","MOBILE, AL","1901","2013-01"
"123","38658839","01","64512290","GULFPORT, MS","1902","2013-01"
"124","0","01","0","PASCAGOULA, MS","1903","2013-01"
"125","0","01","0","BIRMINGHAM, AL","1904","2013-01"
"126","0","01","0","HUNTSVILLE, AL","1910","2013-01"
"127","25952","01","135491","MORGAN CITY, LA","2001","2013-01"
"128","174184803","01","504669731","NEW ORLEANS, LA","2002","2013-01"
"129","0","01","0","LITTLE ROCK, AR","2003","2013-01"
"130","102369041","01","51424805","BATON ROUGE, LA","2004","2013-01"
"131","71920949","01","30320309","GRAMERCY, LA","2010","2013-01"
"132","0","01","0","MEMPHIS, TN","2006","2013-01"
"133","0","01","0","NASHVILLE, TN","2007","2013-01"
"134","0","01","0","CHATTANOOGA, TN","2008","2013-01"
"135","0","01","0","VICKSBURG, MS","2015","2013-01"
"136","0","01","0","KNOXVILLE, TN","2016","2013-01"
"137","685","01","5000","LAKE CHARLES, LA","2017","2013-01"
"138","0","01","0","TRI-CITY AIRPORT, BLOUNTVILLE, TN","2027","2013-01"
"139","913073","01","4494794","PORT ARTHUR, TX","2101","2013-01"
"140","12290130","01","9773352","BEAUMONT, TX","2104","2013-01"
"141","1519383","01","1901034","BROWNSVILLE, TX","2301","2013-01"
"142","0","01","0","DEL RIO, TX","2302","2013-01"
"143","0","01","0","EAGLE PASS, TX","2303","2013-01"
"144","0","01","0","LAREDO, TX","2304","2013-01"
"145","0","01","0","HILDAGO, TX","2305","2013-01"
"146","0","01","0","RIO GRANDE CITY, TX","2307","2013-01"
"147","0","01","0","PROGRESO, TX","2309","2013-01"
"148","0","01","0","ROMA, TX","2310","2013-01"
"149","0","01","0","EL PASO, TX","2402","2013-01"
"150","0","01","0","PRESIDIO, TX","2403","2013-01"
"151","0","01","0","COLUMBUS, NM","2406","2013-01"
"152","0","01","0","ALBUQUERQUE, NM","2407","2013-01"
"153","0","01","0","SANTA TERESA, NM","2408","2013-01"
"154","46927394","01","72215420","SAN DIEGO, CA","2501","2013-01"
"155","0","01","0","TECATE, CA","2505","2013-01"
"156","0","01","0","OTAY MESA, CA","2506","2013-01"
"157","0","01","0","CALEXICO-EAST, CA","2507","2013-01"
"158","0","01","0","DOUGLAS, AZ","2601","2013-01"
"159","0","01","0","LUKEVILLE, AZ","2602","2013-01"
"160","0","01","0","NACO, AZ","2603","2013-01"
"161","0","01","0","NOGALES, AZ","2604","2013-01"
"162","0","01","0","PHOENIX, AZ","2605","2013-01"
"163","0","01","0","SAN LUIS, AZ","2608","2013-01"
"164","0","01","0","TUCSON, AZ","2609","2013-01"
"165","2913695173","01","18326980998","LOS ANGELES, CA","2704","2013-01"
"166","14410","01","749844","PORT SAN LUIS, CA","2707","2013-01"
"167","851198923","01","5663348126","LONG BEACH, CA","2709","2013-01"
"168","0","01","0","EL SEGUNDO, CA","2711","2013-01"
"169","16767565","01","35880077","PORT HUENEME, CA","2713","2013-01"
"170","24093","01","114881","MORRO BAY, CA","2719","2013-01"
"171","0","01","0","LOS ANGELES INTERNATIONAL AIRPORT, CA","2720","2013-01"
"172","0","01","0","LAS VEGAS, NV","2722","2013-01"
"173","0","01","0",NA,"2782","2013-01"
"174","0","01","0","MEADOWS FIELD AIRPORT BAKERSFIELD, CA","2786","2013-01"
"175","0","01","0","SAN FRANCISCO INTERNATIONAL AIRPORT, CA","2801","2013-01"
"176","14951","01","156476","EUREKA, CA","2802","2013-01"
"177","0","01","0","FRESNO, CA","2803","2013-01"
"178","0","01","0","MONTEREY, CA","2805","2013-01"
"179","43358243","01","66431170","SAN FRANCISCO, CA","2809","2013-01"
"180","30956635","01","11279456","STOCKTON, CA","2810","2013-01"
"181","469772933","01","2111373526","OAKLAND, CA","2811","2013-01"
"182","31288419","01","28344282","RICHMOND, CA","2812","2013-01"
"183","1887","01","50702","ALAMEDA, CA","2813","2013-01"
"184","0","01","0","CROCKETT, CA","2815","2013-01"
"185","0","01","0","MARTINEZ, CA","2820","2013-01"
"186","0","01","0","REDWOOD CITY, CA","2821","2013-01"
"187","0","01","0","SELBY, CA","2827","2013-01"
"188","0","01","0","SAN JOAQUIN RIVER, CA","2828","2013-01"
"189","57849","01","86132","SAN PABLO BAY, CA","2829","2013-01"
"190","0","01","0","CARQUINEZ STRAIT, CA","2830","2013-01"
"191","0","01","0","RENO, NV","2833","2013-01"
"192","0","01","0","SAN JOSE INTERNATIONAL AIRPORT, CA","2834","2013-01"
"193","0","01","0","SACRAMENTO INTERNATIONAL AIRPORT, CA","2835","2013-01"
"194","0","01","0","ASTORIA, OR","2901","2013-01"
"195","0","01","0","COOS BAY, OR","2903","2013-01"
"196","75694396","01","158300771","PORTLAND, OR","2904","2013-01"
"197","0","01","0","LONGVIEW, WA","2905","2013-01"
"198","620014","01","1724681","VANCOUVER, WA","2908","2013-01"
"199","0","01","0","KALAMA, WA","2909","2013-01"
"200","0","01","0","PORTLAND INTERNATIONAL AIRPORT, WA","2910","2013-01"
"201","54018","01","384128","BLAINE, WA","3004","2013-01"
"202","433334588","01","2150022065","SEATTLE, WA","3001","2013-01"
"203","396107202","01","3075779362","TACOMA, WA","3002","2013-01"
"204","192032","01","1169357","ABERDEEN-HOQUIAM, WA","3003","2013-01"
"205","1211","01","5258","PORT TOWNSEND, WA","3008","2013-01"
"206","0","01","0","BELLINGHAM, WA","3005","2013-01"
"207","399632","01","92393389","EVERETT, WA","3006","2013-01"
"208","16495","01","42775","PORT ANGELES, WA","3007","2013-01"
"209","0","01","0","SUMAS, WA","3009","2013-01"
"210","716","01","5000","ANACORTES, WA","3010","2013-01"
"211","0","01","0","DANVILLE, WA","3012","2013-01"
"212","0","01","0","FERRY, WA","3013","2013-01"
"213","0","01","0","FRIDAY HARBOR, WA","3014","2013-01"
"214","0","01","0","BOUNDARY, WA","3015","2013-01"
"215","0","01","0","LAURIER, WA","3016","2013-01"
"216","0","01","0","POINT ROBERTS, WA","3017","2013-01"
"217","0","01","0","OROVILLE, WA","3019","2013-01"
"218","0","01","0","METALINE FALLS, WA","3025","2013-01"
"219","0","01","0","FRONTIER, WA","3020","2013-01"
"220","0","01","0","SPOKANE, WA","3022","2013-01"
"221","0","01","0","LYNDEN, WA","3023","2013-01"
"222","0","01","0","OLYMPIA, WA","3026","2013-01"
"223","0","01","0","SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA","3029","2013-01"
"224","0","01","0","GRANT COUNTY AIRPORT, WA","3082","2013-01"
"225","0","01","0","KETCHIKAN, AK","3102","2013-01"
"226","0","01","0","SKAGWAY, AK","3103","2013-01"
"227","0","01","0","ALCAN, AK","3104","2013-01"
"228","0","01","0","DALTON CACHE, AK","3106","2013-01"
"229","0","01","0","FAIRBANKS, AK","3111","2013-01"
"230","2766072","01","3512819","ANCHORAGE, AK","3126","2013-01"
"231","12259524","01","35351144","HONOLULU, HI","3201","2013-01"
"232","0","01","0","HILO, HI","3202","2013-01"
"233","0","01","0","KAHULUI, HI","3203","2013-01"
"234","0","01","0","HONOLULU INTERNATIONAL AIRPORT, HI","3205","2013-01"
"235","13124","01","24035","KONA, HI","3206","2013-01"
"236","0","01","0","RAYMOND, MT","3301","2013-01"
"237","0","01","0","EASTPORT, ID","3302","2013-01"
"238","0","01","0","SALT LAKE CITY, UT","3303","2013-01"
"239","0","01","0","GREAT FALLS, MT","3304","2013-01"
"240","0","01","0","TURNER, MT","3306","2013-01"
"241","0","01","0","DENVER, CO","3307","2013-01"
"242","0","01","0","PORTHILL, ID","3308","2013-01"
"243","0","01","0","SCOBEY, MT","3309","2013-01"
"244","0","01","0","SWEETGRASS, MT","3310","2013-01"
"245","0","01","0","PIEGAN, MT","3316","2013-01"
"246","0","01","0","OPHEIM, MT","3317","2013-01"
"247","0","01","0","ROOSVILLE, MT","3318","2013-01"
"248","0","01","0","WHITLASH, MT","3321","2013-01"
"249","0","01","0","DEL BONITA, MT","3322","2013-01"
"250","0","01","0","WILDHORSE, MT","3323","2013-01"
"251","0","01","0","CENTENNIAL AIRPORT, CO","3384","2013-01"
"252","0","01","0","PEMBINA, ND","3401","2013-01"
"253","0","01","0","PORTAL, ND","3403","2013-01"
"254","0","01","0","NECHE, ND","3404","2013-01"
"255","0","01","0","ST. JOHN, ND","3405","2013-01"
"256","0","01","0","NORTHGATE, ND","3406","2013-01"
"257","0","01","0","WALHALLA, ND","3407","2013-01"
"258","0","01","0","SARLES, ND","3409","2013-01"
"259","0","01","0","FARGO, ND","3411","2013-01"
"260","0","01","0","ANTLER, ND","3413","2013-01"
"261","0","01","0","SHERWOOD, ND","3414","2013-01"
"262","0","01","0","HANSBORO, ND","3415","2013-01"
"263","0","01","0","MAIDA, ND","3416","2013-01"
"264","0","01","0","FORTUNA, ND","3417","2013-01"
"265","0","01","0","WESTHOPE, ND","3419","2013-01"
"266","0","01","0","CARBURY, ND","3421","2013-01"
"267","0","01","0","DUNSEITH, ND","3422","2013-01"
"268","19040","01","21005","WARROAD, MN","3423","2013-01"
"269","0","01","0","BAUDETTE, MN","3424","2013-01"
"270","0","01","0","ROSEAU, MN","3426","2013-01"
"271","0","01","0","LANCASTER, MN","3430","2013-01"
"272","0","01","0","MINOT AIRPORT, ND","3434","2013-01"
"273","0","01","0","MINNEAPOLIS-ST. PAUL, MN","3501","2013-01"
"274","0","01","0","SIOUX FALLS, SD","3502","2013-01"
"275","0","01","0","DULUTH, MN - SUPERIOR, WI","3510","2013-01"
"276","0","01","0","OMAHA, NE","3512","2013-01"
"277","0","01","0","DES MOINES, IA","3513","2013-01"
"278","10814657","01","52047344","INTERNATIONAL FALLS-RANIER, MN","3604","2013-01"
"279","0","01","0","GRAND PORTAGE, MN","3613","2013-01"
"280","17740","01","53854","MILWAUKEE, WI","3701","2013-01"
"281","0","01","0","GREEN BAY, WI","3703","2013-01"
"282","0","01","0","RACINE, WI","3708","2013-01"
"283","1835137","01","18318597","DETROIT, MI","3801","2013-01"
"284","923466","01","7981499","PORT HURON, MI","3802","2013-01"
"285","0","01","0","SAULT STE MARIE, MI","3803","2013-01"
"286","8790","01","31493","SAGINAW-BAY CITY, MI","3804","2013-01"
"287","0","01","0","MARQUETTE, MI","3809","2013-01"
"288","0","01","0","BATTLE CREEK, MI","3805","2013-01"
"289","0","01","0","GRAND RAPIDS, MI","3806","2013-01"
"290","0","01","0","DETROIT METROPOLITAN AIRPORT, MI","3807","2013-01"
"291","0","01","0","MUSKEGON, MI","3815","2013-01"
"292","0","01","0","DETOUR CITY, MI","3819","2013-01"
"293","0","01","0","WILLOW RUN AIRPORT, YPSILANTI, MI","3882","2013-01"
"294","6102246","01","42841649","CHICAGO, IL","3901","2013-01"
"295","3317","01","39328","PEORIA, IL","3902","2013-01"
"296","0","01","0","DAVENPORT, IA-ROCK ISLAND, IL","3908","2013-01"
"297","0","01","0","ROCKFORD AIRPORT, IL","3909","2013-01"
"298","0","01","0","CHICAGO EXECUTIVE AIRPORT, IL (FORMALLY PAL-WAUKEE","3983","2013-01"
"299","205103","01","724542","CLEVELAND, OH","4101","2013-01"
"300","0","01","0","CINCINNATI-LAWRENCEBURG, OH","4102","2013-01"
"301","0","01","0","COLUMBUS, OH","4103","2013-01"
"302","0","01","0","DAYTON, OH","4104","2013-01"
"303","29611","01","90591","TOLEDO-SANDUSKY, OH","4105","2013-01"
"304","57444","01","111916","ERIE, PA","4106","2013-01"
"305","0","01","0","INDIANAPOLIS, IN","4110","2013-01"
"306","34390","01","508355","LOUISVILLE, KY","4115","2013-01"
"307","0","01","0","OWENSBORO-EVANSVILLE, IN","4116","2013-01"
"308","0","01","0","KANSAS CITY, MO","4501","2013-01"
"309","0","01","0","ST. LOUIS, MO","4503","2013-01"
"310","0","01","0","WICHITA, KS","4504","2013-01"
"311","0","01","0","SPRINGFIELD, MO","4505","2013-01"
"312","48284","01","77910","AGUADILLA, PR","4901","2013-01"
"313","0","01","0","FAJARDO, PR","4904","2013-01"
"314","0","01","0","HUMACAO, PR","4906","2013-01"
"315","1760211","01","4977271","MAYAGUEZ, PR","4907","2013-01"
"316","40425000","01","983675","PONCE, PR","4908","2013-01"
"317","110340973","01","288634358","SAN JUAN, PR","4909","2013-01"
"318","129247060","01","12697275","JOBOS, PR","4911","2013-01"
"319","0","01","0","GUAYANILLA, PR","4912","2013-01"
"320","0","01","0","SAN JUAN INTERNATIONAL AIRPORT, PR","4913","2013-01"
"321","1272361","01","2026694","CHARLOTTE AMALIE, VI","5101","2013-01"
"322","355948","01","339659","CHRISTIANSTED, VI","5104","2013-01"
"323","11996669025","01","56994251539","TOTAL FOR ALL PORTS","-","2013-01"
"324","0","02","0","JFK INTERNATIONAL AIRPORT, NY","1012","2013-02"
"325","0","02","0","ALBANY, NY","1002","2013-02"
"326","1637394727","02","7308008372","NEWARK, NJ","1003","2013-02"
"327","575164","02","9949245","PERTH AMBOY, NJ","1004","2013-02"
"328","0","02","0","MORRISTOWN AIRPORT, NEWARK, NJ","1081","2013-02"
"329","147021235","02","380371242","PHILADELPHIA, PA","1101","2013-02"
"330","66785162","02","373281035","CHESTER, PA","1102","2013-02"
"331","102680540","02","92629453","WILMINGTON, DE","1103","2013-02"
"332","0","02","0","PITTSBURGH, PA","1104","2013-02"
"333","0","02","0","PAULSBORO, NJ","1105","2013-02"
"334","0","02","0","WILKES-BARRE/SCRANTON, PA","1106","2013-02"
"335","544783","02","736622","CAMDEN, NJ","1107","2013-02"
"336","0","02","0","PHILADELPHIA INTERNATIONAL AIRPORT, PA","1108","2013-02"
"337","0","02","0","HARRISBURG, PA","1109","2013-02"
"338","0","02","0","ALLENTOWN, PA","1119","2013-02"
"339","0","02","0","ATLANTIC CITY USER FEE AIRPORT, NJ","1182","2013-02"
"340","0","02","0","TRENTON-MERCER COUNTY USER FEE AIRPORT, NJ","1183","2013-02"
"341","0","02","0","ANNAPOLIS, MD","1301","2013-02"
"342","252537847","02","1021362963","BALTIMORE, MD","1303","2013-02"
"343","0","02","0","BALTIMORE-WASHINGTON INTERNATIONAL AIRPORT, MD","1305","2013-02"
"344","513103015","02","2260517911","NORFOLK-NEWPORT NEWS, VA","1401","2013-02"
"345","311808","02","1381332","RICHMOND-PETERSBURG, VA","1404","2013-02"
"346","0","02","0","HOPEWELL, VA","1408","2013-02"
"347","0","02","0","CHARLESTON, WV","1409","2013-02"
"348","0","02","0","NEW RIVER VALLEY AIRPORT, VA","1412","2013-02"
"349","82406073","02","323736344","WILMINGTON, NC","1501","2013-02"
"350","0","02","0","WINSTON-SALEM, NC","1502","2013-02"
"351","0","02","0","DURHAM, NC","1503","2013-02"
"352","8796411","02","24196613","BEAUFORT-MOREHEAD CITY, NC","1511","2013-02"
"353","0","02","0","CHARLOTTE, NC","1512","2013-02"
"354","419160453","02","3094235896","CHARLESTON, SC","1601","2013-02"
"355","0","02","0","GEORGETOWN, SC","1602","2013-02"
"356","0","02","0","GREENVILLE-SPARTANSBURG, SC","1603","2013-02"
"357","0","02","0","COLUMBIA, SC","1604","2013-02"
"358","4135657","02","78542617","BRUNSWICK, GA","1701","2013-02"
"359","625045318","02","2753040006","SAVANNAH, GA","1703","2013-02"
"360","0","02","0","ATLANTA, GA","1704","2013-02"
"361","34883853","02","45551406","TAMPA, FL","1801","2013-02"
"362","75606027","02","224493450","JACKSONVILLE, FL","1803","2013-02"
"363","0","02","0","FERNANDINA, FL","1805","2013-02"
"364","0","02","0","ORLANDO, FL","1808","2013-02"
"365","0","02","0","ORLANDO-SANFORD AIRPORT, FL","1809","2013-02"
"366","0","02","0","ST. PETERSBURG, FL","1814","2013-02"
"367","0","02","0","PORT CANAVERAL, FL","1816","2013-02"
"368","15937373","02","85464395","PANAMA CITY, FL","1818","2013-02"
"369","19581311","02","9745597","PORT MANATEE, FL","1821","2013-02"
"370","0","02","0","FORT MYERS AIRPORT, FL","1822","2013-02"
"371","0","02","0","DAYTONA BEACH INTERNATIONAL AIRPORT, FL","1884","2013-02"
"372","0","02","0","MELBOURNE REGIONAL AIRPORT, FL","1885","2013-02"
"373","0","02","0","ORLANDO EXECUTIVE AIRPORT, FL","1888","2013-02"
"374","103515362","02","216218208","MOBILE, AL","1901","2013-02"
"375","81587111","02","123722535","GULFPORT, MS","1902","2013-02"
"376","8990","02","117064","PASCAGOULA, MS","1903","2013-02"
"377","0","02","0","BIRMINGHAM, AL","1904","2013-02"
"378","0","02","0","LITTLE ROCK, AR","2003","2013-02"
"379","0","02","0","HUNTSVILLE, AL","1910","2013-02"
"380","1638630","02","4670034","MORGAN CITY, LA","2001","2013-02"
"381","196861316","02","448786248","NEW ORLEANS, LA","2002","2013-02"
"382","96050591","02","28676741","BATON ROUGE, LA","2004","2013-02"
"383","0","02","0","MEMPHIS, TN","2006","2013-02"
"384","0","02","0","NASHVILLE, TN","2007","2013-02"
"385","0","02","0","CHATTANOOGA, TN","2008","2013-02"
"386","24509000","02","11124442","GRAMERCY, LA","2010","2013-02"
"387","0","02","0","VICKSBURG, MS","2015","2013-02"
"388","0","02","0","KNOXVILLE, TN","2016","2013-02"
"389","0","02","0","LAKE CHARLES, LA","2017","2013-02"
"390","0","02","0","SHREVEPORT-BOSSIER CITY, LA","2018","2013-02"
"391","0","02","0","TRI-CITY AIRPORT, BLOUNTVILLE, TN","2027","2013-02"
"392","7953","02","41820","PORT ARTHUR, TX","2101","2013-02"
"393","78457686","02","49559318","BEAUMONT, TX","2104","2013-02"
"394","0","02","0","LAREDO, TX","2304","2013-02"
"395","4967882","02","4730270","BROWNSVILLE, TX","2301","2013-02"
"396","0","02","0","DEL RIO, TX","2302","2013-02"
"397","0","02","0","EAGLE PASS, TX","2303","2013-02"
"398","0","02","0","HILDAGO, TX","2305","2013-02"
"399","0","02","0","RIO GRANDE CITY, TX","2307","2013-02"
"400","0","02","0","PROGRESO, TX","2309","2013-02"
"401","0","02","0","ROMA, TX","2310","2013-02"
"402","0","02","0","EL PASO, TX","2402","2013-02"
"403","0","02","0","PRESIDIO, TX","2403","2013-02"
"404","0","02","0","COLUMBUS, NM","2406","2013-02"
"405","0","02","0","ALBUQUERQUE, NM","2407","2013-02"
"406","0","02","0","SANTA TERESA, NM","2408","2013-02"
"407","41115157","02","82789371","SAN DIEGO, CA","2501","2013-02"
"408","0","02","0","TECATE, CA","2505","2013-02"
"409","0","02","0","OTAY MESA, CA","2506","2013-02"
"410","0","02","0","CALEXICO-EAST, CA","2507","2013-02"
"411","0","02","0","DOUGLAS, AZ","2601","2013-02"
"412","0","02","0","LUKEVILLE, AZ","2602","2013-02"
"413","0","02","0","NACO, AZ","2603","2013-02"
"414","0","02","0","NOGALES, AZ","2604","2013-02"
"415","0","02","0","PHOENIX, AZ","2605","2013-02"
"416","0","02","0","SAN LUIS, AZ","2608","2013-02"
"417","0","02","0","TUCSON, AZ","2609","2013-02"
"418","2692917401","02","17372092243","LOS ANGELES, CA","2704","2013-02"
"419","120896","02","1250766","PORT SAN LUIS, CA","2707","2013-02"
"420","761793087","02","5538981463","LONG BEACH, CA","2709","2013-02"
"421","8478","02","52361","EL SEGUNDO, CA","2711","2013-02"
"422","13677630","02","17030233","PORT HUENEME, CA","2713","2013-02"
"423","0","02","0","MORRO BAY, CA","2719","2013-02"
"424","0","02","0","LOS ANGELES INTERNATIONAL AIRPORT, CA","2720","2013-02"
"425","0","02","0","LAS VEGAS, NV","2722","2013-02"
"426","0","02","0",NA,"2782","2013-02"
"427","0","02","0","MEADOWS FIELD AIRPORT BAKERSFIELD, CA","2786","2013-02"
"428","0","02","0","SAN FRANCISCO INTERNATIONAL AIRPORT, CA","2801","2013-02"
"429","0","02","0","EUREKA, CA","2802","2013-02"
"430","0","02","0","FRESNO, CA","2803","2013-02"
"431","0","02","0","MONTEREY, CA","2805","2013-02"
"432","28343936","02","58568730","SAN FRANCISCO, CA","2809","2013-02"
